src_name,SVF,VVF,BVF,sky,grav_center_angle
0001.jpg,0.72061,0.12775,0.15164
0002.jpg,0.72088,0.12893,0.15019
0003.jpg,0.72048,0.12660,0.15292
0004.jpg,0.72057,0.13134,0.14809
0005.jpg,0.71960,0.13250,0.14790
0006.jpg,0.72027,0.12912,0.15061
0007.jpg,0.72054,0.13096,0.14850
0008.jpg,0.72014,0.13201,0.14784
0009.jpg,0.72053,0.13156,0.14791
0010.jpg,0.72064,0.13188,0.14748
0011.jpg,0.72177,0.13118,0.14705
0012.jpg,0.72180,0.13007,0.14813
0013.jpg,0.72432,0.13060,0.14508
0014.jpg,0.72510,0.13005,0.14484
0015.jpg,0.72196,0.12937,0.14867
0016.jpg,0.71215,0.12292,0.16492
0017.jpg,0.70886,0.12314,0.16801
0018.jpg,0.70668,0.12512,0.16820
0019.jpg,0.70969,0.12805,0.16225
0020.jpg,0.71057,0.12921,0.16022
0021.jpg,0.70986,0.12913,0.16102
0022.jpg,0.71488,0.14128,0.14384
0023.jpg,0.71011,0.13962,0.15027
0024.jpg,0.68142,0.13130,0.18728
0025.jpg,0.67708,0.14739,0.17553
0026.jpg,0.68294,0.14533,0.17174
0027.jpg,0.65165,0.18208,0.16627
0028.jpg,0.65292,0.18464,0.16244
0029.jpg,0.65128,0.21297,0.13575
0030.jpg,0.64321,0.20720,0.14959
0031.jpg,0.63644,0.20741,0.15615
0032.jpg,0.62969,0.21594,0.15437
0033.jpg,0.61609,0.23210,0.15181
0034.jpg,0.60223,0.24687,0.15090
0035.jpg,0.57949,0.27641,0.14410
0036.jpg,0.56294,0.29651,0.14055
0037.jpg,0.51739,0.34894,0.13367
0038.jpg,0.48494,0.38654,0.12852
0039.jpg,0.42335,0.44209,0.13455
0040.jpg,0.40958,0.47904,0.11138
0041.jpg,0.40716,0.49274,0.10010
0042.jpg,0.42360,0.47716,0.09924
0043.jpg,0.42710,0.47906,0.09384
0044.jpg,0.44003,0.46224,0.09773
0045.jpg,0.46972,0.44616,0.08412
0046.jpg,0.48724,0.43284,0.07992
0047.jpg,0.51116,0.40790,0.08094
0048.jpg,0.54071,0.38087,0.07842
0049.jpg,0.56988,0.35202,0.07810
0050.jpg,0.57932,0.33602,0.08466
0051.jpg,0.59609,0.31817,0.08574
0052.jpg,0.60123,0.31798,0.08079
0053.jpg,0.60830,0.31224,0.07945
0054.jpg,0.60893,0.30804,0.08304
0055.jpg,0.61068,0.30741,0.08192
0056.jpg,0.60294,0.32067,0.07639
0057.jpg,0.59390,0.32641,0.07969
0058.jpg,0.57410,0.34719,0.07870
0059.jpg,0.54110,0.38963,0.06927
0060.jpg,0.49431,0.43657,0.06912
0061.jpg,0.46221,0.46193,0.07586
0062.jpg,0.36848,0.56252,0.06900
0063.jpg,0.29133,0.63946,0.06921
0064.jpg,0.19973,0.74120,0.05907
0065.jpg,0.12322,0.81481,0.06196
0066.jpg,0.10165,0.84217,0.05618
0067.jpg,0.08966,0.86624,0.04410
0068.jpg,0.10897,0.85774,0.03329
0069.jpg,0.12781,0.84884,0.02334
0070.jpg,0.10595,0.85321,0.04084
0071.jpg,0.11506,0.84091,0.04402
0072.jpg,0.13042,0.82771,0.04186
0073.jpg,0.13915,0.81725,0.04360
0074.jpg,0.12961,0.82645,0.04394
0075.jpg,0.13732,0.82375,0.03893
0076.jpg,0.13666,0.82687,0.03647
0077.jpg,0.13539,0.83593,0.02868
0078.jpg,0.12914,0.84227,0.02859
0079.jpg,0.12693,0.84995,0.02313
0080.jpg,0.11222,0.85981,0.02797
0081.jpg,0.11001,0.86383,0.02616
0082.jpg,0.09744,0.87507,0.02750
0083.jpg,0.09856,0.86998,0.03146
0084.jpg,0.08359,0.89099,0.02543
0085.jpg,0.06622,0.90752,0.02627
0086.jpg,0.06402,0.90989,0.02609
0087.jpg,0.12101,0.85428,0.02471
0088.jpg,0.07326,0.90633,0.02041
0089.jpg,0.09597,0.88198,0.02205
0090.jpg,0.13734,0.83555,0.02710
0091.jpg,0.13075,0.85073,0.01851
0092.jpg,0.15782,0.82224,0.01994
0093.jpg,0.21378,0.76093,0.02530
0094.jpg,0.21733,0.76060,0.02207
0095.jpg,0.19834,0.77941,0.02225
0096.jpg,0.19411,0.78085,0.02504
0097.jpg,0.19559,0.77926,0.02515
0098.jpg,0.19413,0.78665,0.01922
0099.jpg,0.20340,0.77580,0.02080
0100.jpg,0.20082,0.78060,0.01858
0101.jpg,0.21624,0.76679,0.01697
0102.jpg,0.22546,0.75596,0.01858
0103.jpg,0.25246,0.72915,0.01840
0104.jpg,0.26510,0.71357,0.02133
0105.jpg,0.27614,0.70247,0.02140
0106.jpg,0.29744,0.68025,0.02231
0107.jpg,0.31477,0.66508,0.02014
0108.jpg,0.33368,0.64863,0.01769
0109.jpg,0.34523,0.63326,0.02151
0110.jpg,0.36346,0.61429,0.02225
0111.jpg,0.35194,0.62445,0.02361
0112.jpg,0.35233,0.62069,0.02698
0113.jpg,0.33238,0.63767,0.02994
0114.jpg,0.32510,0.64911,0.02579
0115.jpg,0.30375,0.67005,0.02620
0116.jpg,0.29384,0.68025,0.02591
0117.jpg,0.27085,0.70066,0.02848
0118.jpg,0.24675,0.72281,0.03045
0119.jpg,0.22925,0.74268,0.02807
0120.jpg,0.21003,0.76082,0.02915
0121.jpg,0.18808,0.78367,0.02825
0122.jpg,0.16958,0.80201,0.02841
0123.jpg,0.15862,0.81372,0.02766
0124.jpg,0.13492,0.83392,0.03116
0125.jpg,0.14548,0.82726,0.02727
0126.jpg,0.11355,0.87162,0.01483
0127.jpg,0.10520,0.87807,0.01673
0128.jpg,0.10678,0.87974,0.01348
0129.jpg,0.11919,0.83979,0.04102
0130.jpg,0.08131,0.90326,0.01543
0131.jpg,0.11737,0.86388,0.01875
0132.jpg,0.08545,0.89713,0.01741
0133.jpg,0.08554,0.88799,0.02646
0134.jpg,0.07934,0.90504,0.01562
0135.jpg,0.08052,0.90027,0.01921
0136.jpg,0.07495,0.89864,0.02640
0137.jpg,0.09818,0.88550,0.01632
0138.jpg,0.07883,0.90244,0.01872
0139.jpg,0.08827,0.90314,0.00859
0140.jpg,0.13162,0.85034,0.01804
0141.jpg,0.10371,0.86981,0.02649
0142.jpg,0.10935,0.86088,0.02977
0143.jpg,0.13935,0.82838,0.03227
0144.jpg,0.17005,0.80482,0.02513
0145.jpg,0.21086,0.76798,0.02116
0146.jpg,0.24611,0.73175,0.02214
0147.jpg,0.28770,0.68726,0.02504
0148.jpg,0.31882,0.66440,0.01678
0149.jpg,0.35765,0.62020,0.02215
0150.jpg,0.39254,0.58984,0.01762
0151.jpg,0.42935,0.55744,0.01321
0152.jpg,0.45068,0.53719,0.01210
0153.jpg,0.46962,0.51717,0.01320
0154.jpg,0.47838,0.50971,0.01190
0155.jpg,0.48177,0.50748,0.01074
0156.jpg,0.48642,0.50133,0.01225
0157.jpg,0.48807,0.49736,0.01457
0158.jpg,0.49112,0.49322,0.01566
0159.jpg,0.49231,0.49040,0.01729
0160.jpg,0.46914,0.51811,0.01274
0161.jpg,0.46871,0.51492,0.01637
0162.jpg,0.44632,0.54547,0.00820
0163.jpg,0.40815,0.58572,0.00613
0164.jpg,0.36719,0.62802,0.00479
0165.jpg,0.31840,0.66789,0.01371
0166.jpg,0.31312,0.67515,0.01173
0167.jpg,0.29459,0.69149,0.01392
0168.jpg,0.30130,0.68556,0.01313
0169.jpg,0.29598,0.68964,0.01439
0170.jpg,0.28265,0.70184,0.01551
0171.jpg,0.27969,0.69596,0.02435
0172.jpg,0.27055,0.71041,0.01904
0173.jpg,0.25928,0.72594,0.01478
0174.jpg,0.24742,0.72652,0.02607
0175.jpg,0.22678,0.75736,0.01586
0176.jpg,0.23450,0.73311,0.03238
0177.jpg,0.22053,0.74404,0.03543
0178.jpg,0.22790,0.73609,0.03601
0179.jpg,0.22760,0.74503,0.02737
0180.jpg,0.23348,0.74280,0.02372
0181.jpg,0.23536,0.73308,0.03156
0182.jpg,0.24743,0.72815,0.02442
0183.jpg,0.25188,0.72162,0.02650
0184.jpg,0.25750,0.71579,0.02671
0185.jpg,0.26583,0.71011,0.02406
0186.jpg,0.26553,0.70388,0.03058
0187.jpg,0.26732,0.70263,0.03005
0188.jpg,0.26978,0.69773,0.03249
0189.jpg,0.27783,0.69260,0.02957
0190.jpg,0.28676,0.68294,0.03031
0191.jpg,0.30012,0.67275,0.02713
0192.jpg,0.31887,0.64971,0.03142
0193.jpg,0.34132,0.62081,0.03787
0194.jpg,0.35089,0.61754,0.03157
0195.jpg,0.37638,0.59780,0.02582
0196.jpg,0.38647,0.59016,0.02338
0197.jpg,0.39895,0.57782,0.02323
0198.jpg,0.40330,0.58003,0.01667
0199.jpg,0.41634,0.56161,0.02205
0200.jpg,0.42701,0.55691,0.01608
0201.jpg,0.44319,0.54485,0.01195
0202.jpg,0.46267,0.52429,0.01304
0203.jpg,0.48067,0.50765,0.01168
0204.jpg,0.49823,0.48568,0.01609
0205.jpg,0.51472,0.46821,0.01707
0206.jpg,0.52899,0.45263,0.01838
0207.jpg,0.54943,0.43118,0.01938
0208.jpg,0.56618,0.41358,0.02024
0209.jpg,0.58111,0.38757,0.03132
0210.jpg,0.59052,0.37609,0.03339
0211.jpg,0.59849,0.36024,0.04127
0212.jpg,0.60839,0.34992,0.04169
0213.jpg,0.61213,0.32894,0.05893
0214.jpg,0.61634,0.30997,0.07369
0215.jpg,0.61990,0.29803,0.08207
0216.jpg,0.61751,0.28122,0.10128
0217.jpg,0.62388,0.26747,0.10865
0218.jpg,0.62116,0.25510,0.12374
0219.jpg,0.63603,0.26300,0.10097
0220.jpg,0.63425,0.25881,0.10694
0221.jpg,0.63390,0.27348,0.09262
0222.jpg,0.62874,0.26770,0.10355
0223.jpg,0.62336,0.28296,0.09368
0224.jpg,0.60964,0.29655,0.09380
0225.jpg,0.60955,0.30634,0.08411
0226.jpg,0.60834,0.29746,0.09420
0227.jpg,0.62193,0.29552,0.08255
0228.jpg,0.63581,0.28170,0.08249
0229.jpg,0.63807,0.28450,0.07743
0230.jpg,0.63969,0.28193,0.07838
0231.jpg,0.63240,0.28639,0.08122
0232.jpg,0.62037,0.32990,0.04973
0233.jpg,0.60134,0.36175,0.03691
0234.jpg,0.58543,0.38047,0.03409
0235.jpg,0.56996,0.38950,0.04054
0236.jpg,0.55000,0.42102,0.02898
0237.jpg,0.52665,0.44365,0.02970
0238.jpg,0.50340,0.46828,0.02832
0239.jpg,0.47679,0.49937,0.02385
0240.jpg,0.44662,0.52649,0.02689
0241.jpg,0.40833,0.57412,0.01754
0242.jpg,0.37138,0.61392,0.01470
0243.jpg,0.32701,0.65750,0.01549
0244.jpg,0.28581,0.69741,0.01678
0245.jpg,0.23986,0.73760,0.02254
0246.jpg,0.20011,0.77771,0.02218
0247.jpg,0.17785,0.80817,0.01398
0248.jpg,0.12972,0.85283,0.01745
0249.jpg,0.12404,0.85653,0.01943
0250.jpg,0.09079,0.88975,0.01946
0251.jpg,0.08525,0.89296,0.02179
0252.jpg,0.10280,0.86976,0.02744
0253.jpg,0.05908,0.92461,0.01631
0254.jpg,0.08970,0.89153,0.01877
0255.jpg,0.07121,0.92102,0.00777
0256.jpg,0.07869,0.90954,0.01176
0257.jpg,0.07384,0.91203,0.01413
0258.jpg,0.05932,0.93323,0.00745
0259.jpg,0.07103,0.91914,0.00983
0260.jpg,0.07732,0.90552,0.01715
0261.jpg,0.06893,0.91472,0.01635
0262.jpg,0.07544,0.90555,0.01901
0263.jpg,0.08705,0.88699,0.02583
0264.jpg,0.03644,0.95631,0.00725
0265.jpg,0.03320,0.95639,0.01042
0266.jpg,0.01624,0.97083,0.01293
0267.jpg,0.02600,0.95951,0.01449
0268.jpg,0.02454,0.95424,0.02121
0269.jpg,0.04150,0.92989,0.02861
0270.jpg,0.06483,0.90394,0.03123
0271.jpg,0.09222,0.86573,0.04205
0272.jpg,0.08104,0.88462,0.03434
0273.jpg,0.11621,0.85477,0.02901
0274.jpg,0.15576,0.82136,0.02289
0275.jpg,0.16959,0.80376,0.02665
0276.jpg,0.16397,0.81079,0.02524
0277.jpg,0.16402,0.82006,0.01592
0278.jpg,0.16101,0.81624,0.02274
0279.jpg,0.16587,0.80656,0.02753
0280.jpg,0.16120,0.81795,0.02084
0281.jpg,0.16386,0.82452,0.01162
0282.jpg,0.16022,0.80614,0.03364
0283.jpg,0.17091,0.81061,0.01848
0284.jpg,0.16664,0.81724,0.01612
0285.jpg,0.17881,0.80789,0.01330
0286.jpg,0.18478,0.80135,0.01387
0287.jpg,0.20979,0.77894,0.01127
0288.jpg,0.22249,0.76421,0.01330
0289.jpg,0.25669,0.73144,0.01187
0290.jpg,0.28791,0.69925,0.01284
0291.jpg,0.31809,0.66771,0.01420
0292.jpg,0.34279,0.64042,0.01680
0293.jpg,0.38994,0.59556,0.01450
0294.jpg,0.43853,0.54373,0.01773
0295.jpg,0.47396,0.51123,0.01482
0296.jpg,0.50849,0.47789,0.01362
0297.jpg,0.54040,0.44239,0.01721
0298.jpg,0.55276,0.43205,0.01519
0299.jpg,0.56903,0.41556,0.01542
0300.jpg,0.58174,0.40307,0.01520
0301.jpg,0.59629,0.38874,0.01497
0302.jpg,0.60387,0.38033,0.01580
0303.jpg,0.61060,0.37309,0.01630
0304.jpg,0.61637,0.36806,0.01558
0305.jpg,0.60814,0.37168,0.02019
0306.jpg,0.61986,0.36164,0.01850
0307.jpg,0.62580,0.35752,0.01668
0308.jpg,0.62181,0.36217,0.01602
0309.jpg,0.60951,0.37151,0.01898
0310.jpg,0.60419,0.37505,0.02076
0311.jpg,0.59393,0.38526,0.02082
0312.jpg,0.58545,0.39536,0.01919
0313.jpg,0.57116,0.40843,0.02041
0314.jpg,0.55767,0.42208,0.02025
0315.jpg,0.54140,0.43355,0.02505
0316.jpg,0.52880,0.44989,0.02131
0317.jpg,0.50703,0.47378,0.01920
0318.jpg,0.48185,0.49757,0.02058
0319.jpg,0.45004,0.52748,0.02248
0320.jpg,0.43094,0.54736,0.02170
0321.jpg,0.39189,0.59150,0.01662
0322.jpg,0.35325,0.62557,0.02118
0323.jpg,0.30526,0.66573,0.02901
0324.jpg,0.26780,0.70852,0.02368
0325.jpg,0.21891,0.76060,0.02050
0326.jpg,0.15490,0.82911,0.01599
0327.jpg,0.12118,0.85976,0.01906
0328.jpg,0.11066,0.86386,0.02546
0329.jpg,0.07145,0.90175,0.02680
0330.jpg,0.05291,0.91662,0.03047
0331.jpg,0.04212,0.92615,0.03172
0332.jpg,0.03903,0.94565,0.01532
0333.jpg,0.04714,0.93253,0.02032
0334.jpg,0.03523,0.94153,0.02324
0335.jpg,0.02379,0.95854,0.01767
0336.jpg,0.03883,0.93885,0.02232
0337.jpg,0.03411,0.94775,0.01814
0338.jpg,0.03423,0.94960,0.01617
0339.jpg,0.04309,0.93153,0.02539
0340.jpg,0.03573,0.94454,0.01972
0341.jpg,0.04684,0.94213,0.01103
0342.jpg,0.05925,0.93140,0.00935
0343.jpg,0.06296,0.91005,0.02699
0344.jpg,0.06771,0.91518,0.01711
0345.jpg,0.11815,0.84321,0.03863
0346.jpg,0.10830,0.85696,0.03475
0347.jpg,0.08914,0.87523,0.03563
0348.jpg,0.07421,0.91228,0.01351
0349.jpg,0.13459,0.83579,0.02962
0350.jpg,0.11651,0.86244,0.02105
0351.jpg,0.13093,0.85304,0.01603
0352.jpg,0.14422,0.83540,0.02039
0353.jpg,0.14820,0.83232,0.01948
0354.jpg,0.15233,0.82603,0.02164
0355.jpg,0.15752,0.82513,0.01735
0356.jpg,0.15316,0.82729,0.01954
0357.jpg,0.16008,0.82623,0.01368
0358.jpg,0.16056,0.82591,0.01353
0359.jpg,0.17794,0.80481,0.01726
0360.jpg,0.16614,0.82437,0.00949
0361.jpg,0.16916,0.81834,0.01250
0362.jpg,0.17632,0.81086,0.01281
0363.jpg,0.20306,0.78687,0.01006
0364.jpg,0.17976,0.79496,0.02528
0365.jpg,0.18191,0.80189,0.01620
0366.jpg,0.17357,0.81937,0.00706
0367.jpg,0.18506,0.80672,0.00822
0368.jpg,0.17251,0.81400,0.01349
0369.jpg,0.17766,0.81137,0.01098
0370.jpg,0.17430,0.81678,0.00892
0371.jpg,0.15319,0.83884,0.00797
0372.jpg,0.14831,0.84044,0.01125
0373.jpg,0.14208,0.84674,0.01118
0374.jpg,0.13066,0.86276,0.00658
0375.jpg,0.11262,0.88402,0.00336
0376.jpg,0.09586,0.89551,0.00863
0377.jpg,0.06871,0.92183,0.00945
0378.jpg,0.07041,0.92244,0.00715
0379.jpg,0.06847,0.92528,0.00625
0380.jpg,0.05619,0.93366,0.01015
0381.jpg,0.07067,0.91660,0.01273
0382.jpg,0.06477,0.92256,0.01268
0383.jpg,0.06192,0.92637,0.01172
0384.jpg,0.07708,0.90889,0.01402
0385.jpg,0.08108,0.90516,0.01376
0386.jpg,0.08234,0.90728,0.01038
0387.jpg,0.07606,0.91261,0.01133
0388.jpg,0.09031,0.88807,0.02162
0389.jpg,0.11070,0.88071,0.00859
0390.jpg,0.11822,0.87224,0.00954
0391.jpg,0.16275,0.82999,0.00726
0392.jpg,0.21291,0.76906,0.01803
0393.jpg,0.26863,0.70988,0.02149
0394.jpg,0.32601,0.65595,0.01804
0395.jpg,0.37131,0.61043,0.01826
0396.jpg,0.41724,0.55943,0.02333
0397.jpg,0.45719,0.52211,0.02070
0398.jpg,0.49535,0.47777,0.02688
0399.jpg,0.51148,0.45501,0.03350
0400.jpg,0.53122,0.42589,0.04289
0401.jpg,0.54989,0.39925,0.05086
0402.jpg,0.56304,0.38228,0.05468
0403.jpg,0.58185,0.36338,0.05477
0404.jpg,0.58586,0.34907,0.06507
0405.jpg,0.58901,0.35204,0.05895
0406.jpg,0.59873,0.33841,0.06286
0407.jpg,0.60267,0.32788,0.06944
0408.jpg,0.60778,0.31500,0.07722
0409.jpg,0.61325,0.30515,0.08160
0410.jpg,0.61825,0.29772,0.08403
0411.jpg,0.62294,0.29961,0.07745
0412.jpg,0.63238,0.29208,0.07554
0413.jpg,0.64024,0.28348,0.07629
0414.jpg,0.64472,0.28409,0.07118
0415.jpg,0.65214,0.27917,0.06870
0416.jpg,0.65715,0.27493,0.06792
0417.jpg,0.65913,0.27211,0.06875
0418.jpg,0.65960,0.26692,0.07348
0419.jpg,0.66349,0.27288,0.06363
0420.jpg,0.66619,0.27025,0.06356
0421.jpg,0.67040,0.26874,0.06086
0422.jpg,0.67310,0.26612,0.06078
0423.jpg,0.67433,0.26712,0.05855
0424.jpg,0.67580,0.26612,0.05807
0425.jpg,0.67577,0.26673,0.05750
0426.jpg,0.67258,0.27152,0.05590
0427.jpg,0.66915,0.27729,0.05356
0428.jpg,0.66753,0.27606,0.05641
0429.jpg,0.67191,0.27120,0.05690
0430.jpg,0.66956,0.27496,0.05549
0431.jpg,0.65956,0.28528,0.05516
0432.jpg,0.66276,0.28264,0.05460
0433.jpg,0.65774,0.28828,0.05398
0434.jpg,0.65751,0.28093,0.06155
0435.jpg,0.65433,0.27796,0.06771
0436.jpg,0.65471,0.28497,0.06032
0437.jpg,0.65645,0.28464,0.05892
0438.jpg,0.65428,0.29329,0.05243
0439.jpg,0.64633,0.29982,0.05385
0440.jpg,0.65399,0.28808,0.05793
0441.jpg,0.65020,0.29728,0.05251
0442.jpg,0.65486,0.29031,0.05483
0443.jpg,0.65638,0.29434,0.04928
0444.jpg,0.65189,0.29369,0.05442
0445.jpg,0.65439,0.28777,0.05784
0446.jpg,0.65301,0.29228,0.05471
0447.jpg,0.64959,0.29311,0.05730
0448.jpg,0.64430,0.29757,0.05813
0449.jpg,0.63737,0.29908,0.06355
0450.jpg,0.63586,0.29726,0.06688
0451.jpg,0.62517,0.29505,0.07978
0452.jpg,0.61289,0.31150,0.07561
0453.jpg,0.59147,0.33961,0.06892
0454.jpg,0.55531,0.37653,0.06816
0455.jpg,0.52058,0.41224,0.06718
0456.jpg,0.47046,0.46889,0.06065
0457.jpg,0.42887,0.51115,0.05998
0458.jpg,0.36290,0.57505,0.06206
0459.jpg,0.33251,0.60745,0.06004
0460.jpg,0.28493,0.66150,0.05356
0461.jpg,0.24657,0.70528,0.04815
0462.jpg,0.20788,0.75300,0.03912
0463.jpg,0.20428,0.75570,0.04002
0464.jpg,0.15821,0.80468,0.03711
0465.jpg,0.16466,0.79655,0.03879
0466.jpg,0.13471,0.83745,0.02784
0467.jpg,0.13580,0.83760,0.02660
0468.jpg,0.12740,0.85463,0.01797
0469.jpg,0.12982,0.85185,0.01832
0470.jpg,0.16564,0.82052,0.01384
0471.jpg,0.15853,0.82462,0.01685
0472.jpg,0.15867,0.81817,0.02316
0473.jpg,0.17839,0.80522,0.01639
0474.jpg,0.18251,0.79959,0.01790
0475.jpg,0.20972,0.76458,0.02570
0476.jpg,0.24172,0.73870,0.01958
0477.jpg,0.28240,0.66609,0.05151
0478.jpg,0.29695,0.67132,0.03173
0479.jpg,0.32403,0.61996,0.05601
0480.jpg,0.33927,0.61378,0.04694
0481.jpg,0.36510,0.60853,0.02637
0482.jpg,0.36438,0.58666,0.04896
0483.jpg,0.38859,0.54824,0.06317
0484.jpg,0.40185,0.50806,0.09008
0485.jpg,0.43082,0.51647,0.05271
0486.jpg,0.43508,0.52912,0.03580
0487.jpg,0.44240,0.47694,0.08066
0488.jpg,0.45058,0.49103,0.05839
0489.jpg,0.47666,0.44667,0.07667
0490.jpg,0.50094,0.42427,0.07478
0491.jpg,0.52726,0.40551,0.06724
0492.jpg,0.55239,0.40408,0.04353
0493.jpg,0.57032,0.38021,0.04947
0494.jpg,0.59280,0.34662,0.06058
0495.jpg,0.60640,0.32732,0.06628
0496.jpg,0.62990,0.31662,0.05348
0497.jpg,0.64280,0.31399,0.04321
0498.jpg,0.66192,0.28368,0.05441
0499.jpg,0.67050,0.28180,0.04770
0500.jpg,0.68677,0.25727,0.05595
0501.jpg,0.69755,0.23981,0.06263
0502.jpg,0.70751,0.23393,0.05856
0503.jpg,0.72005,0.22412,0.05583
0504.jpg,0.72969,0.21539,0.05493
0505.jpg,0.73959,0.20201,0.05840
0506.jpg,0.74837,0.20470,0.04693
0507.jpg,0.75686,0.19946,0.04368
0508.jpg,0.76223,0.19452,0.04325
0509.jpg,0.77052,0.18738,0.04210
0510.jpg,0.77705,0.18230,0.04066
0511.jpg,0.78473,0.17946,0.03581
0512.jpg,0.78855,0.17636,0.03509
0513.jpg,0.79380,0.16890,0.03730
